,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
"0,1,A,""Agilent Technologies, Inc."",Healthcare,Diagnostics & Research,USA,44.89B,36.74,144.68,-0.34%,""2,198,417"",S&P 500,3.94,0.20%,302.00M,-0.32%,27.08,10.37%,-19.27%,301.14M,-6.24%,1.21B,2.62,1.18,90.70%,1.42%,-5.60%,6.32B,7.10,71.00%,0.22%,2.66,-1.97%,17.90,8.08,11.70%,175.32,14.63%,5.08,28.50,14.00%,24.30%,112.47 - 179.57,-9.38%,0.84,42.31,22.90%,14.70%,-19.43%,1.01,0.58%,1.70,8.50%,53.90%,28.64%,3.77,17000,2.20,11.90%,21.30%,36.66,2.49% 2.41%,Yes,0.51,102.30%,19.10%,1.37,145.17,Yes,0.51,Nov 22 AMC,19.10%,1.61M,-,-5.35%,-6.62%,-4.35%"
"1887,1888,TFII,TFI International Inc.,Industrials,Trucking,Canada,11.38B,13.46,96.56,-2.31%,""212,166"",-,7.17,10.99%,92.98M,-6.06%,16.76,23.61%,0.00%,82.82M,-7.70%,682.70M,0.52,1.22,66.65%,0.70%,-12.37%,7.90B,1.44,7.70%,-,2.34,0.67%,28.97,3.33,-,124.79,86.12%,0.68,141.89,26.08%,-,51.13 - 120.50,-13.87%,1.08,-,16.60%,11.10%,-19.87%,1.50,1.12%,0.80,-1.30%,46.10%,88.85%,3.31,28884,0.90,67.90%,-,33.16,3.20% 2.94%,Yes,0.93,20.20%,-,0.86,98.84,Yes,0.70,Oct 28 AMC,-,247.55K,1.90,-8.86%,-10.25%,-4.50%"
"1888,1889,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,5.08B,62.41,18.16,-0.06%,""133,786"",-,0.29,0.30%,276.99M,-0.93%,73.52,9.78%,-14.03%,48.20M,2.60%,79.50M,-,0.05,90.00%,1.30%,-9.74%,389.40M,13.05,-1.20%,-0.00%,3.53,-6.58%,6.25,2.91,0.60%,21.00,-5.42%,2.33,7.81,-,4.70%,16.95 - 22.54,1.62%,1.13,200.87,0.70%,12.80%,-19.43%,0.41,6.22%,-,0.00%,-,7.14%,0.30,896,-,-11.10%,61.80%,50.23,1.51% 1.54%,Yes,0.00,37.10%,20.40%,0.75,18.17,Yes,0.00,-,390.80%,177.57K,2.50,1.34%,-2.22%,-7.89%"
"1889,1890,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,15.76B,35.57,325.75,-1.25%,""362,322"",S&P 500,9.16,0.10%,46.81M,2.95%,22.94,6.98%,-29.83%,46.73M,2.11%,434.30M,3.23,3.54,94.10%,1.71%,-10.31%,2.76B,5.71,-27.60%,-0.07%,2.10,-13.16%,78.14,4.17,6.10%,403.22,-16.12%,9.94,32.76,11.00%,12.50%,289.00 - 449.38,-0.83%,1.36,31.44,7.60%,6.90%,-27.51%,1.11,0.42%,1.90,7.00%,54.90%,12.72%,8.89,14000,2.70,11.50%,20.10%,48.83,3.40% 2.65%,Yes,0.56,70.70%,15.70%,0.95,329.86,Yes,0.53,Oct 28 BMO,14.70%,381.99K,2.20,-0.42%,-0.05%,-13.68%"
"1890,1891,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,2.02B,8.37,40.38,3.70%,""544,820"",-,4.83,76.40%,49.41M,8.49%,6.98,7.17%,0.00%,44.08M,19.75%,244.80M,0.70,1.41,57.80%,3.93%,9.05%,807.30M,2.50,37.90%,0.78%,4.18,40.26%,28.98,1.39,3.80%,50.00,107.40%,5.92,6.82,12.00%,18.20%,17.40 - 41.24,13.08%,1.00,-,-6.40%,4.10%,-2.09%,1.26,2.48%,0.80,4.10%,87.60%,132.07%,1.24,160,0.80,33.80%,48.10%,72.91,3.99% 3.20%,Yes,3.59,299.20%,30.30%,1.32,38.94,Yes,3.35,Nov 04 AMC,0.00%,413.99K,2.00,11.40%,12.24%,22.13%"
"1891,1892,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,4.28B,7.26,19.41,0.94%,""1,096,700"",-,2.67,0.63%,221.81M,5.09%,6.24,44.14%,0.00%,219.96M,2.48%,591.90M,0.73,0.59,91.90%,1.23%,-1.17%,3.15B,1.36,67.00%,-0.02%,1.81,13.31%,10.91,1.78,8.60%,22.75,30.27%,0.23,83.61,10.00%,26.70%,14.51 - 22.09,4.58%,0.38,8.48,17.00%,12.80%,-12.13%,1.09,1.96%,2.20,10.70%,49.60%,33.77%,0.50,6430,2.20,2.50%,31.30%,55.11,3.04% 2.27%,Yes,1.38,-4.00%,18.80%,0.73,19.23,Yes,1.38,Nov 04 BMO,11.40%,1.50M,2.30,3.61%,-1.93%,0.88%"
"1892,1893,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,106.34B,16.30,221.40,-1.96%,""5,232,429"",S&P 500,13.59,0.10%,484.80M,-4.06%,16.56,0.77%,-31.93%,478.25M,-6.44%,6.78B,1.16,2.87,81.90%,1.99%,-9.89%,103.35B,1.03,36.30%,0.16%,2.58,-11.83%,28.47,7.78,13.10%,284.03,13.66%,11.98,18.48,13.99%,46.70%,166.82 - 268.98,-4.34%,3.60,23.64,10.50%,17.90%,-17.69%,1.01,1.63%,0.30,4.90%,29.70%,32.71%,5.60,409000,1.00,13.30%,8.70%,36.69,2.28% 2.39%,Yes,0.92,51.50%,6.60%,1.42,225.83,Yes,0.84,Nov 17 BMO,21.40%,3.69M,2.00,-2.22%,-7.71%,-6.68%"
"1893,1894,TGTX,""TG Therapeutics, Inc."",Healthcare,Biotechnology,USA,2.30B,-,15.69,1.82%,""1,527,905"",-,-2.64,7.36%,132.35M,-10.45%,-,2.00%,-1.40%,120.38M,-6.16%,-343.00M,-,-0.62,72.40%,12.76%,-52.90%,4.40M,522.55,-23.80%,0.08%,8.50,-57.43%,2.35,6.68,-66.40%,48.62,-68.38%,2.43,6.44,-,-82.70%,12.62 - 56.50,-17.42%,-,-,-11.90%,-49.70%,-72.23%,1.93,-,4.20,-0.10%,86.90%,24.33%,1.26,365,4.20,5242.10%,-,36.29,6.39% 7.37%,Yes,0.05,11.50%,-,0.85,15.41,Yes,0.00,Nov 04 BMO,-,1.81M,2.00,-12.92%,-27.31%,-49.98%"
"1894,1895,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9.00B,8.22,81.04,3.06%,""1,247,863"",-,9.86,0.60%,107.05M,8.23%,12.59,0.91%,-37.46%,105.66M,3.64%,1.08B,-,1.51,96.00%,3.42%,27.50%,19.54B,0.46,259.80%,0.06%,4.04,25.33%,6.74,12.02,4.10%,91.06,71.04%,20.63,3.93,-6.81%,380.60%,45.04 - 83.69,-0.80%,-,7.92,35.80%,11.20%,-3.17%,2.55,-,1.20,-1.10%,83.00%,79.93%,2.99,85800,1.30,7.40%,15.20%,58.91,5.21% 3.87%,Yes,19.58,320.10%,5.50%,1.40,78.63,Yes,19.40,Oct 20 AMC,0.00%,893.72K,2.20,4.00%,5.30%,17.26%"
"1895,1896,THG,""The Hanover Insurance Group, Inc."",Financial,Insurance - Property & Casualty,USA,4.85B,12.11,139.08,0.59%,""139,818"",-,11.48,0.50%,35.70M,1.85%,13.35,32.65%,-13.32%,35.32M,6.11%,423.10M,1.76,2.48,86.00%,1.02%,3.53%,5.02B,0.97,-10.10%,0.03%,2.71,5.73%,86.90,1.60,3.10%,151.67,16.48%,4.91,28.35,6.90%,13.40%,111.09 - 143.20,6.12%,3.00,7.50,5.20%,9.70%,-2.88%,0.94,2.16%,-,-0.90%,-,25.20%,2.50,4300,-,4.60%,8.60%,67.03,1.70% 1.84%,Yes,0.00,-69.50%,8.40%,1.05,138.26,Yes,0.25,Feb 02 AMC,24.20%,132.93K,2.30,5.51%,7.43%,3.53%"
"1896,1897,THO,""Thor Industries, Inc."",Consumer Cyclical,Recreational Vehicles,USA,5.55B,7.07,99.97,-2.58%,""1,060,986"",-,14.14,2.50%,55.42M,-6.06%,7.42,-9.36%,0.91%,53.02M,-1.63%,788.40M,1.20,3.39,92.80%,10.79%,-7.48%,13.74B,0.40,194.40%,0.32%,7.93,-5.42%,55.98,1.79,11.50%,144.29,-4.87%,6.06,16.50,5.90%,27.80%,92.20 - 152.20,-3.66%,1.72,12.14,19.30%,14.50%,-34.32%,2.00,1.72%,0.80,21.90%,15.80%,8.42%,3.68,31000,1.60,56.00%,7.40%,41.68,3.46% 3.10%,Yes,0.73,112.00%,5.70%,1.47,102.62,Yes,0.72,Dec 08 BMO,11.50%,721.73K,2.40,-1.80%,-5.41%,-13.80%"
"1897,1898,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,3.27B,30.70,98.58,1.66%,""293,499"",-,3.21,0.50%,33.18M,14.48%,28.44,28.90%,-9.98%,32.98M,24.75%,107.40M,1.23,0.34,-,1.63%,13.58%,1.09B,3.01,23.10%,0.04%,2.32,47.49%,19.76,4.99,11.20%,90.60,44.55%,5.87,16.78,25.00%,17.20%,60.89 - 97.95,13.44%,-,23.17,-7.10%,8.60%,0.64%,1.31,-,1.90,1.30%,30.30%,61.90%,2.84,11519,2.70,-6.20%,12.40%,75.52,3.94% 3.24%,Yes,0.06,-36.30%,9.90%,1.27,96.97,Yes,0.06,Oct 28 BMO,0.00%,231.91K,2.10,14.48%,15.92%,24.33%"
"1898,1899,THS,""TreeHouse Foods, Inc."",Consumer Defensive,Packaged Foods,USA,2.36B,34.86,43.68,1.18%,""245,582"",-,1.25,0.10%,55.80M,-0.77%,23.67,56.09%,0.00%,55.19M,6.64%,71.70M,-,0.10,-,4.31%,10.36%,4.34B,0.54,116.70%,0.12%,5.13,-5.48%,33.29,1.31,1.00%,39.14,11.23%,1.25,34.97,-1.80%,2.70%,33.90 - 55.50,7.77%,-,9.61,-33.80%,3.70%,-21.30%,0.54,-,0.40,6.30%,18.10%,28.85%,1.27,10900,1.20,5.30%,2.60%,64.52,2.69% 3.29%,Yes,1.03,435.50%,1.20%,0.53,43.17,Yes,1.02,Nov 08 BMO,0.00%,464.00K,2.70,5.47%,10.77%,1.76%"
"1899,1900,TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,2.90B,-,28.50,-2.60%,""86,965"",-,-1.04,36.00%,101.35M,-1.99%,13.72,315.40%,0.00%,100.39M,4.36%,-106.00M,-,0.42,4.40%,0.14%,-21.98%,4.36B,0.66,-460.80%,-,2.11,-28.54%,19.40,1.47,-0.90%,44.20,-26.01%,7.11,4.01,-,-5.40%,26.18 - 46.18,0.18%,-,19.18,7.10%,3.80%,-38.28%,0.76,-,0.80,-8.70%,72.20%,8.86%,0.64,21419,0.80,6.50%,12.60%,42.60,1.40% 1.63%,No,3.16,111.60%,-2.50%,1.31,29.26,Yes,3.05,Oct 28 BMO,-,66.59K,2.70,0.79%,-8.10%,-23.68%"
"1900,1901,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5.51B,10.58,11.36,-0.53%,""270,492"",-,1.07,68.00%,484.08M,3.09%,-,-,0.00%,161.32M,1.10%,520.00M,-,-,5.10%,0.49%,0.92%,3.16B,1.75,-49.10%,-0.57%,1.51,3.29%,8.96,1.27,6.90%,-,-11.06%,2.67,4.25,-,12.40%,9.64 - 13.16,-2.41%,0.39,6.70,-2.40%,7.80%,-13.67%,0.84,3.43%,1.80,0.10%,43.10%,17.90%,0.25,9379,1.80,2.80%,16.60%,52.17,1.99% 1.96%,Yes,0.48,154.50%,16.50%,0.52,11.42,Yes,0.41,-,275.60%,522.08K,-,1.28%,-0.87%,2.10%"
"1901,1902,TIXT,TELUS International (Cda) Inc.,Technology,Software - Infrastructure,Canada,9.97B,92.30,29.35,0.24%,""84,705"",-,0.32,10.12%,266.00M,-2.59%,24.81,23.23%,0.00%,241.98M,-8.11%,80.20M,5.00,0.24,97.30%,0.20%,-18.97%,2.59B,3.85,76.20%,-,3.61,5.84%,7.79,3.77,1.70%,39.85,-,0.49,60.24,18.44%,4.20%,26.92 - 39.91,-11.22%,-,33.84,-,2.50%,-26.46%,-,-,1.00,-,82.20%,9.03%,0.97,50000,1.00,30.30%,8.00%,32.25,3.05% 3.11%,Yes,0.72,-17.50%,3.10%,0.62,29.28,Yes,0.66,Nov 05 BMO,0.00%,136.87K,2.10,-6.77%,-11.76%,-9.32%"
"1902,1903,TJX,""The TJX Companies, Inc."",Consumer Cyclical,Apparel Retail,USA,86.15B,32.65,71.18,-1.97%,""6,536,982"",S&P 500,2.18,0.10%,1.20B,-4.30%,21.23,12.67%,-12.33%,1.19B,-2.57%,2.67B,-,0.91,92.10%,0.82%,10.61%,45.64B,1.89,-97.20%,0.08%,1.50,9.46%,5.37,13.26,8.90%,85.96,3.97%,5.61,12.69,-,43.00%,61.15 - 77.35,-6.24%,1.04,195.54,-46.30%,2.30%,-7.98%,0.96,1.46%,0.70,0.80%,28.80%,16.40%,1.77,320000,1.30,23.90%,8.30%,40.78,3.35% 2.16%,Yes,0.52,17.90%,5.80%,1.00,72.61,Yes,0.52,Nov 17 BMO,46.90%,6.52M,1.70,-4.31%,-1.65%,2.62%"
"1903,1904,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,3.23B,8.91,3.66,0.00%,""547,950"",-,0.41,67.40%,876.63M,1.67%,-,-,0.00%,430.78M,0.83%,358.00M,0.52,-,3.50%,0.27%,-12.86%,2.43B,1.33,71.30%,2.20%,1.18,-18.49%,1.81,2.02,9.00%,5.60,-34.29%,1.09,3.36,17.20%,23.40%,2.85 - 6.10,1.95%,0.45,7.08,20.20%,17.60%,-40.00%,0.60,12.30%,1.80,17.90%,29.40%,28.42%,0.15,18999,1.80,22.30%,25.80%,46.67,2.37% 4.63%,Yes,1.13,18.60%,14.70%,0.56,3.66,Yes,0.87,Nov 04,238.10%,974.17K,1.00,-0.45%,-4.97%,-16.88%"
"1904,1905,TKR,The Timken Company,Industrials,Tools & Accessories,USA,5.66B,15.88,73.89,-0.03%,""392,202"",-,4.65,0.50%,76.07M,-0.24%,12.93,17.91%,-2.35%,66.69M,13.28%,359.30M,1.21,0.91,81.80%,1.88%,2.54%,4.02B,1.41,-20.90%,0.01%,2.36,-1.47%,30.20,2.45,7.00%,84.11,-12.29%,3.42,21.60,13.10%,16.10%,62.96 - 92.39,6.64%,1.20,32.50,11.00%,9.40%,-20.02%,1.67,1.62%,1.40,4.10%,27.50%,17.36%,2.14,17000,2.60,16.00%,13.10%,60.87,3.15% 2.95%,Yes,0.63,-1.70%,8.90%,0.74,73.91,Yes,0.62,Nov 01 BMO,24.90%,530.29K,2.00,5.64%,4.77%,-2.97%"
"1905,1906,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia,29.11B,18.20,29.68,1.44%,""385,049"",-,1.63,52.50%,990.62M,2.38%,-,-,0.00%,980.72M,4.43%,1.62B,2.09,-,4.60%,0.10%,10.21%,9.91B,2.94,10.40%,0.02%,5.68,35.77%,7.40,4.01,9.20%,-,20.51%,1.30,22.90,8.70%,22.40%,20.44 - 29.72,2.38%,0.87,7.32,6.20%,20.20%,-0.12%,0.72,2.93%,0.60,5.90%,71.00%,45.21%,0.49,20817,0.60,10.50%,33.10%,63.27,1.32% 1.77%,No,0.65,12.80%,16.40%,2.29,29.26,Yes,0.41,-,0.00%,168.11K,1.00,2.68%,6.79%,20.80%"
"1906,1907,TLRY,""Tilray, Inc."",Healthcare,Drug Manufacturers - Specialty & Generic,USA,3.19B,-,6.86,-0.15%,""17,806,120"",-,-1.17,2.00%,449.40M,6.85%,-,-,-11.43%,441.95M,-15.72%,-,-,-0.09,13.30%,11.24%,-33.01%,563.62M,5.66,36.60%,0.12%,2.00,-49.56%,9.61,0.71,-,10.60,-65.18%,0.81,8.47,-,-,6.29 - 67.00,-2.42%,-,-,-,-5.50%,-89.76%,2.39,-,1.10,109.70%,-,9.06%,0.58,2100,1.60,226.80%,-,38.45,8.89% 7.50%,Yes,0.19,-416.60%,-,0.72,6.87,Yes,0.18,Jan 10 BMO,-,24.77M,3.00,-5.82%,-25.45%,-48.99%"
"1907,1908,TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan,337.45B,10.92,210.69,-0.32%,""264,754"",-,19.29,8.50%,1.39B,5.11%,-,-,0.00%,1.22B,12.82%,27.11B,0.47,-,1.20%,0.05%,19.53%,270.43B,1.25,10.40%,-0.08%,2.32,19.51%,152.56,1.38,5.20%,224.15,41.96%,42.26,4.99,23.00%,13.40%,139.29 - 213.74,13.70%,4.55,26.72,1.60%,3.20%,-1.43%,0.52,2.16%,0.90,-0.90%,19.90%,51.26%,4.04,366283,1.10,11.40%,10.90%,76.60,1.41% 1.41%,Yes,1.00,35.00%,10.00%,1.02,211.37,Yes,0.56,Nov 04 BMO,-,260.44K,1.00,10.08%,13.38%,20.12%"
"1908,1909,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,11.73B,20.70,7.10,2.45%,""7,101,040"",-,0.34,5.63%,1.65B,5.19%,2.94,-1.59%,0.00%,762.93M,11.64%,578.20M,26.88,0.07,55.20%,4.63%,-6.70%,5.01B,2.34,3.90%,0.14%,2.57,-37.66%,4.74,1.50,5.50%,10.25,-68.03%,0.59,11.97,0.77%,7.20%,5.91 - 32.25,3.65%,-,11.92,-,5.70%,-77.98%,-,-,2.60,-,31.00%,20.24%,0.41,4769,2.60,3.00%,10.50%,55.01,5.19% 6.12%,Yes,0.11,-34.20%,11.50%,0.52,6.93,Yes,0.11,Nov 08 AMC,0.00%,13.76M,2.20,7.88%,0.57%,-35.55%"
"1909,1910,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,4.25B,8.74,32.79,-1.32%,""530,653"",-,3.75,0.30%,124.38M,6.32%,4.56,41.83%,-64.21%,118.36M,-4.71%,484.70M,0.46,2.07,99.10%,2.66%,21.62%,6.55B,0.65,-19.90%,-0.04%,3.78,42.94%,29.64,1.11,6.00%,40.50,32.11%,2.88,11.39,19.10%,13.50%,22.64 - 35.51,-6.21%,-,21.99,1.70%,3.90%,-7.66%,1.80,-,-,15.50%,19.70%,44.83%,1.18,2700,-,9.40%,9.80%,49.07,3.69% 3.32%,Yes,0.87,53.10%,7.40%,0.64,33.23,Yes,0.87,Oct 27 BMO,0.00%,832.28K,2.30,-1.21%,-0.63%,11.97%"
"1910,1911,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,239.53B,27.60,594.80,-1.01%,""2,398,543"",S&P 500,21.55,0.10%,394.00M,-2.02%,27.32,-7.90%,-29.88%,393.23M,-9.29%,8.56B,2.34,4.93,90.10%,0.64%,2.13%,39.06B,6.13,73.80%,0.01%,1.84,14.03%,98.25,6.05,12.40%,691.41,18.22%,-,-,11.80%,23.60%,433.52 - 672.34,-10.86%,1.04,31.78,26.50%,12.30%,-11.53%,0.76,0.17%,2.60,13.70%,51.10%,37.20%,15.92,80000,3.20,9.50%,27.00%,35.14,3.16% 2.37%,Yes,0.56,-1.10%,21.90%,1.76,600.89,Yes,0.56,Feb 02 BMO,4.40%,1.36M,1.80,-7.08%,-6.58%,7.76%"
"1911,1912,TMUS,""T-Mobile US, Inc."",Communication Services,Telecom Services,USA,142.75B,40.57,108.52,-1.45%,""3,766,909"",S&P 500,2.67,0.10%,1.25B,-1.11%,33.63,39.27%,-6.14%,592.00M,-8.36%,3.35B,0.97,0.22,41.90%,2.25%,-7.69%,79.67B,1.79,-40.80%,0.21%,2.52,-24.96%,54.82,1.98,1.70%,167.89,-14.74%,3.08,35.20,41.90%,5.00%,104.10 - 150.20,-6.43%,-,120.26,23.60%,4.10%,-27.75%,0.53,-,0.80,16.40%,56.90%,4.25%,3.24,75000,0.90,1.80%,9.50%,37.24,3.73% 2.62%,Yes,1.14,-45.00%,4.20%,0.71,110.12,Yes,1.06,Nov 02 AMC,0.00%,5.29M,1.90,-6.23%,-6.47%,-16.97%"
"1912,1913,TMX,""Terminix Global Holdings, Inc."",Consumer Cyclical,Personal Services,USA,5.15B,46.24,42.73,-1.79%,""1,052,986"",-,0.92,0.10%,124.30M,-1.93%,26.09,13.28%,5.77%,117.23M,1.26%,118.00M,2.43,0.22,-,1.22%,6.03%,2.02B,2.55,-84.10%,-0.01%,1.30,-13.55%,19.13,2.23,13.10%,53.80,-17.91%,1.30,32.99,19.00%,23.70%,36.30 - 53.85,-5.53%,-,-,-33.80%,2.60%,-20.65%,0.78,-,1.00,-5.40%,41.80%,17.71%,1.34,11400,1.00,3.50%,10.00%,47.56,2.47% 2.31%,Yes,0.38,291.50%,30.10%,0.96,43.51,Yes,0.36,Nov 02 BMO,0.00%,1.10M,2.00,-3.62%,3.16%,-5.47%"
"1913,1914,TNDM,""Tandem Diabetes Care, Inc."",Healthcare,Medical Devices,USA,7.97B,352.07,120.76,-2.69%,""969,935"",-,0.34,0.10%,63.17M,-8.02%,161.66,149.83%,-87.95%,61.76M,-16.34%,21.80M,-,0.21,98.60%,6.74%,-3.66%,660.90M,12.06,-33.20%,0.14%,6.91,24.67%,6.17,19.57,2.80%,153.31,31.66%,9.01,13.40,-,6.10%,76.19 - 155.86,-19.77%,-,84.37,53.20%,-1.10%,-22.52%,0.42,-,5.80,46.90%,53.40%,58.50%,5.58,1500,6.30,45.30%,4.30%,28.38,4.54% 3.58%,Yes,0.72,158.50%,3.30%,1.61,124.10,Yes,0.72,Nov 03 AMC,0.00%,602.03K,2.10,-15.57%,-12.40%,7.25%"
"1914,1915,TNET,""TriNet Group, Inc."",Industrials,Staffing & Employment Services,USA,5.79B,19.71,85.80,-1.55%,""161,126"",-,4.35,0.70%,66.00M,-4.96%,17.27,-1.88%,-39.43%,61.30M,-10.03%,291.00M,2.70,0.54,94.10%,1.16%,-13.07%,4.37B,1.32,34.00%,0.04%,2.94,21.31%,12.26,7.00,9.60%,103.00,6.76%,10.08,8.51,7.30%,41.40%,69.43 - 109.40,-9.93%,-,10.88,55.70%,29.00%,-21.57%,1.26,-,1.40,8.70%,19.90%,23.58%,2.25,2700,1.40,17.70%,9.00%,28.03,2.57% 2.41%,Yes,0.61,136.80%,6.70%,0.67,87.15,Yes,0.61,Oct 25 AMC,0.00%,241.99K,2.00,-8.00%,-13.10%,-2.38%"
"1915,1916,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,4.83B,23.53,56.32,-0.64%,""718,682"",-,2.39,1.30%,86.60M,-2.19%,12.70,29.82%,-4.30%,84.49M,15.03%,209.00M,23.53,0.96,92.50%,2.27%,2.96%,2.91B,1.66,-155.50%,0.08%,2.88,6.30%,-9.90,-,3.00%,72.62,18.77%,4.04,13.95,1.00%,-21.90%,43.40 - 68.26,1.90%,1.40,11.30,-21.40%,-1.50%,-17.49%,1.85,2.49%,2.40,-15.00%,49.10%,29.77%,1.76,15500,3.40,36.60%,17.50%,56.37,2.62% 3.13%,Yes,-,148.70%,7.00%,1.08,56.68,Yes,-,Oct 27 BMO,50.60%,664.12K,2.00,3.07%,4.57%,-1.44%"
"1916,1917,TOL,""Toll Brothers, Inc."",Consumer Cyclical,Residential Construction,USA,8.37B,9.98,66.44,-1.23%,""1,725,726"",-,6.66,3.70%,122.22M,1.37%,5.66,15.67%,-1.73%,110.91M,-6.61%,833.60M,0.38,1.16,88.90%,3.23%,13.40%,8.79B,0.95,94.70%,0.10%,2.70,24.54%,43.32,1.53,7.50%,80.17,48.90%,13.01,5.11,26.40%,16.60%,43.74 - 75.61,-8.22%,0.68,7.21,24.90%,8.10%,-12.13%,1.57,1.02%,-,11.20%,22.10%,51.88%,2.23,5100,-,19.50%,11.20%,42.92,3.15% 2.80%,Yes,0.67,95.10%,9.50%,1.30,67.27,Yes,0.67,Dec 07 AMC,9.20%,1.33M,2.50,-4.13%,-1.58%,7.59%"
"1917,1918,TOST,""Toast, Inc."",Technology,Software - Infrastructure,USA,12.76B,-,25.20,-6.49%,""3,294,588"",-,-2.55,8.60%,239.36M,-11.27%,-,65.00%,-1.95%,-,-24.62%,-548.20M,-,-0.12,-,-,-55.17%,1.43B,8.91,-18.90%,8.72%,4.67,-,4.22,5.97,-,59.89,-,2.64,9.54,-,-,25.95 - 69.93,-27.40%,-,-,-,73.80%,-63.96%,-,-,5.10,-,19.90%,-2.89%,2.93,1800,5.20,105.40%,-,28.78,9.65% 9.59%,Yes,0.00,-,-38.30%,1.20,26.95,Yes,0.00,Nov 09 AMC,-,2.75M,2.20,-23.96%,-36.86%,-44.09%"
"1918,1919,TOWN,TowneBank,Financial,Banks - Regional,USA,2.50B,11.07,34.38,-0.32%,""131,819"",-,3.11,4.70%,72.51M,3.12%,14.79,-23.01%,-,65.62M,9.95%,225.30M,-,0.61,50.90%,0.27%,7.77%,449.90M,5.56,4.60%,0.08%,0.97,18.06%,25.97,1.32,1.50%,35.50,35.25%,45.05,0.76,-,12.30%,22.97 - 34.79,8.83%,0.80,4.76,10.50%,15.60%,-1.18%,1.04,2.33%,-,16.70%,-,49.67%,0.82,2490,-,-4.90%,92.80%,70.88,3.15% 2.40%,Yes,0.13,45.80%,50.10%,0.71,34.49,Yes,0.13,Oct 28 BMO,23.80%,185.92K,2.70,6.87%,6.91%,10.22%"
"1919,1920,TPH,""Tri Pointe Homes, Inc."",Consumer Cyclical,Residential Construction,USA,3.04B,7.11,26.17,-1.65%,""789,249"",-,3.68,0.20%,112.78M,3.19%,5.87,12.25%,-71.46%,110.44M,-4.21%,436.90M,-,1.24,-,3.10%,11.50%,3.83B,0.79,48.20%,-0.14%,3.26,34.90%,20.87,1.25,10.60%,32.43,47.35%,5.06,5.18,-0.60%,19.20%,17.41 - 28.28,-6.17%,-,7.10,11.30%,7.80%,-7.48%,1.49,-,-,6.30%,25.00%,50.32%,0.89,1163,-,24.10%,14.80%,47.81,3.41% 3.15%,Yes,0.57,92.60%,11.40%,0.75,26.61,Yes,0.57,Oct 21 BMO,0.00%,1.05M,2.20,-1.83%,-0.07%,10.60%"
"1920,1921,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,8.59B,36.57,1111.77,-1.43%,""51,465"",-,30.40,0.10%,7.75M,-11.77%,21.94,40.90%,41.42%,7.58M,-10.08%,235.70M,1.83,11.21,57.40%,2.70%,-9.05%,378.10M,22.73,-44.80%,0.05%,8.40,-20.49%,77.54,14.34,37.50%,1433.67,32.20%,48.23,23.05,20.03%,43.90%,785.00 - 1773.95,-10.98%,11.00,109.90,30.00%,35.80%,-37.33%,2.24,0.99%,-,30.70%,96.40%,41.63%,46.20,102,-,66.30%,77.20%,31.28,5.01% 3.70%,No,0.00,81.30%,62.30%,2.11,1127.88,Yes,0.00,Nov 04 AMC,60.00%,24.35K,3.00,-10.36%,-11.97%,-20.51%"
